lat,lng
-31.9457365,115.8446602
-31.9574335,115.8760542
-31.9572599,115.8722882
-31.9568952,115.8753318
-31.9596767,115.8713119
-31.9568952,115.8753318
-31.9613031,115.8705695
-31.9430649,115.8542299
-31.9568952,115.8753318
-31.9440048,115.8734799
-31.9560745,115.8763606
-31.9518067,115.8394963
-31.9571386,115.8761899
-31.9477432,115.8769176
-31.9553097,115.8801342
-31.9553097,115.8801342
-31.9394571,115.8743128
-31.9489351,115.844523
-31.94613035,115.84106110348512
-31.9596767,115.8713119
-31.9532265,115.8760764
-31.9532265,115.8760764
-31.9565852,115.8580714
-31.9429816,115.8542827
-31.9431746,115.8543019
-31.958772,115.8627876
-31.9374169,115.8672213
-31.9515181,115.8745848
-31.9394571,115.8743128
-31.9596767,115.8713119
-31.9492989,115.878885
-31.9532265,115.8760764
-31.9596767,115.8713119
-31.9596767,115.8713119
-31.9446126,115.8548012
-31.9457365,115.8446602
-31.9560745,115.8763606
-31.9596767,115.8713119
-31.9596767,115.8713119
-31.9596767,115.8713119
-31.9460585,115.8579439
-31.9413134,115.8553156
-31.9548606,115.8461792
-31.9567395,115.8726004
-31.9475186,115.8401701
-31.9477432,115.8769176
-31.9475186,115.8401701
-31.958772,115.8627876
-31.958772,115.8627876
56.5474161,-3.2673114
-31.9457365,115.8446602
-31.9532265,115.8760764
-31.9532265,115.8760764
-31.9514173,115.8542878
-31.9394571,115.8743128
-31.9441009,115.8786234
-31.9560745,115.8763606
-31.9548606,115.8461792
-31.9571386,115.8761899
-31.9374169,115.8672213
-31.9396365,115.8590798
-31.9596767,115.8713119
-31.9532265,115.8760764
-31.9426961,115.8765788
-31.9510425,115.879197
-31.9503273,115.8621711
-31.9430649,115.8542299
-31.9486981,115.8421417
-31.9596767,115.8713119
-31.9576919,115.8653528
-31.9548606,115.8461792
-31.9568952,115.8753318
-31.9596767,115.8713119
-31.9526792,115.8542664
-31.9474472,115.8427606
42.11278851200063,-71.67420797443695
-31.9596767,115.8713119
-31.9572599,115.8722882
-31.9431746,115.8543019
-31.9562338,115.8447884
-31.9469314,115.8573847
-31.9613031,115.8705695
-31.9526792,115.8542664
-31.9574335,115.8760542
-31.9440048,115.8734799
-31.9429816,115.8542827
-31.9480598,115.8598336
-31.9431746,115.8543019
-31.95414545,115.87879071177522
-31.9418004,115.8470361
-31.9373197,115.8505428
-31.9429816,115.8542827
-31.9535244,115.8821679
-31.958772,115.8627876
-31.94413275,115.86760613915018
-31.954033,115.8701703
-31.9440048,115.8734799
-31.951798,115.8745902
-31.955058,115.8518197
-31.9394571,115.8743128
-31.955058,115.8518197
-31.9414605,115.8522182
-31.9596767,115.8713119
-31.9596767,115.8713119
-31.9548606,115.8461792
-31.9415179,115.8763297
-31.9572599,115.8722882
-31.9578443,115.8740042
-31.9380161,115.8521269
-31.9596767,115.8713119
-31.9596767,115.8713119
-31.9578996,115.8658929
-31.954033,115.8701703
-31.9530084,115.8752848
-31.9457365,115.8446602
-31.9374169,115.8672213
-31.9413134,115.8553156
-31.9596767,115.8713119
-31.9463907,115.8685587
-31.9565852,115.8580714
-31.9429868,115.8607973
-31.9460585,115.8579439
-31.9368432,115.854566
-31.9596767,115.8713119
-31.9480598,115.8598336
-31.9530084,115.8752848
-31.9457365,115.8446602
-31.9461972,115.8744347
-31.9613031,115.8705695
-31.9514173,115.8542878
-31.9423141,115.8562956
-31.9541484,115.8443995
-31.9525822,115.8399606
-31.9548606,115.8461792
-31.9421033,115.8704817
-31.9521008,115.8729053
-31.9576919,115.8653528
-31.9533622,115.8763328
-31.949072,115.8432403
-31.9551071,115.881819
-31.9532265,115.8760764
-31.9478851,115.8425383
-31.9623308,115.8795726
-31.9478851,115.8425383
-31.9365048,115.8527351
-31.9457365,115.8446602
-31.949072,115.8432403
-31.9596767,115.8713119
-31.9374169,115.8672213
-31.9526792,115.8542664
-31.9562338,115.8447884
-31.9448126,115.8563173
-31.9623308,115.8795726
-31.9596767,115.8713119
-31.955058,115.8518197
-31.9475047,115.8559262
-31.9477432,115.8769176
-31.942201500000003,115.87069449337312
-31.9469314,115.8573847
-31.9546478,115.8755607
-31.9446126,115.8548012
-31.94413275,115.86760613915018
-31.9567395,115.8726004
-31.9457365,115.8446602
-31.942201500000003,115.87069449337312
-31.91930265,115.86721218904394
52.4556221,-1.892442
-31.9415179,115.8763297
-31.9551071,115.881819
-31.9420642,115.8726926
-31.958772,115.8627876
-31.9469314,115.8573847
-31.94413275,115.86760613915018
-31.9548606,115.8461792
-31.9496606,115.8345358
-31.9560745,115.8763606
-31.9373197,115.8505428
-31.9567395,115.8726004
-31.9596767,115.8713119
-31.9423141,115.8562956
-31.93979,115.8705106
-31.9368432,115.854566
-31.9413134,115.8553156
-31.9596767,115.8713119
-31.9596767,115.8713119
-31.944983,115.8774871
-31.9572599,115.8722882
-31.9568952,115.8753318
-31.94413275,115.86760613915018
-31.9413134,115.8553156
-31.9532265,115.8760764
-31.9572599,115.8722882
-31.9368432,115.854566
-31.9596767,115.8713119
-31.9413134,115.8553156
-31.9532265,115.8760764
-31.9532265,115.8760764
-31.9415176,115.8553741
-31.9429816,115.8542827
-31.9391028,115.8648788
-31.9414605,115.8522182
-31.9400417,115.8686404
-31.9613031,115.8705695
-31.9578996,115.8658929
-31.9430649,115.8542299
52.5658458,-1.9851197
-31.918832549999998,115.86657912666857
-31.955058,115.8518197
-31.9525822,115.8399606
-31.9394571,115.8743128
-31.9448749,115.841815
-31.9613031,115.8705695
-31.9596767,115.8713119
-31.9446126,115.8548012
-31.9568952,115.8753318
-31.9596767,115.8713119
-31.9444025,115.8646905
-31.9444025,115.8646905
-31.9448126,115.8563173
-31.9509587,115.8815756718849
-31.9475047,115.8559262
-31.958772,115.8627876
-31.9418004,115.8470361
-31.9560745,115.8763606
-31.9572599,115.8722882
-31.9486529,115.8480837
-31.9596767,115.8713119
-31.9541484,115.8443995
52.5658458,-1.9851197
-31.9560745,115.8763606
-31.944983,115.8774871
-31.938214,115.8539239
-31.942201500000003,115.87069449337312
-31.9448126,115.8563173
-31.9429816,115.8542827
-31.9502727,115.8801411
-31.9492989,115.878885
-31.9368432,115.854566
-31.9518067,115.8394963
-31.9486981,115.8421417
-31.9509587,115.8815756718849
-31.958772,115.8627876
-31.9623308,115.8795726
-31.9503273,115.8621711
