price,address,date_sold,bedroom,bathroom,carport,dwelling
618000,"Lot 28, 614/380 Murr",2016-06-09,2,1,2,Apartment
430000,"Lot 103, 1017/380 Murray Street",2016-06-09,1,1,1,Apartment
380000,110/15 Aberdeen Street,2016-06-09,1,1,1,Apartment
425000,40/996 Hay Street,2016-06-09,2,1,1,Apartment
328000,51/154 Newcastle Street,2016-06-09,1,1,1,Apartment
375000,505/9 Victoria Avenue,2016-06-07,1,1,1,Apartment
762000,96/580 Hay Street,2016-06-06,2,2,2,Apartment
385000,Unit 7m / 811 Hay Street,2016-06-03,2,1,0,Apartment
900000,29/134 Mounts Bay Road,2016-06-01,4,2,2,Apartment
345000,806/9 Victoria Ave,2016-06-01,1,1,0,Apartment
430000,11/118 Mounts Bay Road,2016-05-26,2,1,1,Apartment
496000,98/369 Hay Street,2016-05-25,2,2,1,Apartment
338000,8/838 Hay Street,2016-05-25,1,1,0,Apartment
621885,33 West Parade,2016-05-23,2,1,1,House
420000,4/300 Fitzgerald Street,2016-05-23,1,1,1,Apartment
625000,32/229 Adelaide Terrace,2016-05-20,2,2,2,Apartment
445000,2/154 Newcastle Street,2016-05-19,2,2,1,Apartment
703000,1/255 Adelaide Terrace,2016-05-18,3,2,2,Apartment
457500,19/378 Beaufort Street,2016-05-16,2,2,1,Apartment
556000,"Lot 1104, 108/380 Murray Street",2016-05-15,0,0,0,Apartment
449000,"Lot 138, 1216/380 Murray Street",2016-05-13,0,0,0,Apartment
665000,28/65 Palmerston  Street,2016-05-13,3,2,0,House
620000,30/132 Terrace Road,2016-05-12,2,2,2,House
500000,"Lot 18, 604/380 Murray Street",2016-05-12,0,0,0,Apartment
566000,31/474 Murray Street,2016-05-12,2,2,1,Apartment
420000,79/132 Terrace Road,2016-05-10,1,1,1,Apartment
1065000,6 Dangan Street,2016-05-08,4,2,2,House
490000,8/246 Bulwer Street,2016-05-05,2,2,1,Apartment
537000,"Lot 1001, 87/390 Murray Street",2016-05-02,0,0,0,Apartment
525000,15/150 Stirling Street,2016-05-01,2,2,2,Apartment
358000,20/28 Robinson Avenue,2016-05-01,1,1,0,Apartment
1090000,1 Orange Avenue,2016-04-30,3,1,0,House
360000,14/199-199 Bulwer Street,2016-04-29,1,1,1,Apartment
405000,23/569 Wellington Street,2016-04-28,1,1,0,Apartment
480000,18/65 Milligan Street,2016-04-27,2,2,1,Apartment
835000,9 Moir Street,2016-04-19,3,1,0,House
375000,"Lot 9, 509/380 Murray Street",2016-04-19,0,0,0,Apartment
528000,"Lot 72, 904/380 Murray Street",2016-04-19,0,0,0,Apartment
529000,1/18 Brisbane Street,2016-04-18,2,2,2,House
415000,23/20 Pendal Lane,2016-04-14,2,2,1,Apartment
506000,"Lot 1, 501/390 Murray Street",2016-04-13,0,0,0,Apartment
632000,81 Lindsay Street,2016-04-12,2,1,0,House
425000,"Lot 85, 917/390 Murray Street",2016-04-10,0,0,0,Apartment
425000,"Lot 84, 916/390 Murray Street",2016-04-08,0,0,0,Apartment
380000,10I/811 Hay Street,2016-04-07,2,1,0,Apartment
230000,708/12 Victoria Avenue,2016-04-04,1,1,0,Apartment
420000,"Lot 67, 817/390 Murray Street",2016-04-04,0,0,0,Apartment
449000,"Lot 160, 1102/390 Murray Street",2016-04-01,0,0,0,Apartment
295000,"Lot 11, 515/390 Murray Street",2016-04-01,0,0,0,Apartment
420000,"Lot 66, 816/390 Murray Street",2016-04-01,0,0,0,Apartment
760000,7 Lacey Street,2016-04-01,2,2,0,House
885000,80/132 Terrace Road,2016-03-29,3,2,2,Apartment
493000,"Lot 61, 811/380 Murray Street",2016-03-29,0,0,0,Apartment
421000,"Lot 35, 703/390 Murray Street",2016-03-26,1,1,0,Apartment
455000,"Lot 71, 903/390 Murray Street",2016-03-26,1,1,0,Apartment
455000,"Lot 124, 1202/390 Murray Street",2016-03-26,1,1,0,Apartment
455000,"Lot 125, 1203/390 Murray Street",2016-03-26,1,1,0,House
338000,1002/305 Murray Street,2016-03-23,1,1,1,Apartment
250950,14/154 Newcastle Street,2016-03-23,1,1,1,Apartment
530000,47/34 Palmerston Street,2016-03-23,2,2,1,Apartment
725000,120/22 St Georges Terrace,2016-03-23,2,2,1,Apartment
380000,51/375 Hay Street,2016-03-22,1,1,1,Apartment
760000,13/45-47 Stuart Street,2016-03-21,3,2,2,Townhouse
375000,"Lot 8, 508/380 Murray Street",2016-03-19,0,0,0,Apartment
520000,16/226 Beaufort Street,2016-03-18,2,2,1,Apartment
309000,"Lot 32, 618/390 Murray Street",2016-03-17,1,1,0,Apartment
309000,"Lot 29, 615/380 Murray Street",2016-03-17,0,0,0,Apartment
519000,"Lot 51, 801/390 Murray Street",2016-03-15,0,0,0,Apartment
385000,Unit 7/5 Smith Street,2016-03-13,2,1,1,Apartment
410000,70/418 Murray Street,2016-03-10,2,1,1,Apartment
194000,407/12 Victoria Avenue,2016-03-09,1,1,0,Apartment
459000,41/28 Robinson Avenue,2016-03-03,2,1,1,Apartment
450000,70/996 Hay Street,2016-03-03,2,1,1,House
225000,17/305 Murray Street,2016-03-02,1,1,0,House
539000,14/87 Bulwer Street,2016-03-01,2,2,1,Apartment
580000,1/199 Lincoln Street,2016-02-29,3,2,1,Townhouse
850000,16/82 King Street,2016-02-28,2,2,1,Apartment
532000,14/87 Bulwer Street,2016-02-27,2,2,1,Apartment
720000,105 Glendower Street,2016-02-24,2,1,1,House
473000,"Lot 178, 1502/380 Murray Street",2016-02-24,0,0,0,Apartment
495000,36/474 Murray Street,2016-02-19,2,2,1,Apartment
382500,12D/811 Hay Street,2016-02-17,2,1,0,Apartment
200000,602/12 Victoria Avenue,2016-02-17,1,1,0,Apartment
590000,"Lot 162, 1404/390 Murray Street",2016-02-13,0,0,0,Apartment
235000,204/130a Mounts Bay Road,2016-02-03,1,1,1,Apartment
482000,5/280 Lord Street,2016-01-30,2,2,0,Apartment
405000,34/255 Adelaide Terrace,2016-01-28,1,1,0,Apartment
612000,25/65 Milligan Street,2016-01-27,2,2,2,Apartment
365000,53/101 Murray Street,2016-01-25,1,1,1,Apartment
475000,23/59 Brewer Street,2016-01-24,2,2,1,Apartment
572500,18 Marlborough Street,2016-01-24,3,1,2,House
700000,4/63 Palmerston Street,2016-01-23,3,2,1,Townhouse
400000,13/60 Newcastle Street,2016-01-22,1,1,1,Apartment
348000,21/101 Murray St,2016-01-22,1,1,1,Apartment
600000,121/138 Barrack Street,2016-01-15,2,2,1,Apartment
395000,11/280 Lord Street,2016-01-11,1,1,0,Apartment
425000,126/250 Beaufort Street,2016-01-04,2,1,1,Apartment
285000,11/305 Murray Street,2015-12-30,1,1,0,Apartment
980000,200 Lake Street,2015-12-23,4,3,0,House
313000,208/112 Mounts Bay Road,2015-12-21,1,1,1,Apartment
244500,13/154 Newcastle Street,2015-12-18,1,1,1,Apartment
297500,28/15 Aberdeen Street,2015-12-18,2,1,1,Apartment
539000,4/918 Hay Street,2015-12-16,2,1,1,Apartment
460000,4/375 Hay Street,2015-12-15,2,2,1,Apartment
2200000,G01/173 Mounts Bay Road,2015-12-15,3,2,3,Apartment
440000,5/116 Mounts Bay Road,2015-12-12,2,1,1,Apartment
536000,5/58 Newcastle Street,2015-12-11,2,2,2,Apartment
437500,105/418 Murray Street,2015-12-09,2,1,1,Apartment
460000,46/229 Adelaide Terrace,2015-12-09,1,1,1,Apartment
288000,9/19 Lindsay Street,2015-12-09,1,1,0,Apartment
740000,7/101 Palmerston Street,2015-12-05,3,1,1,House
273000,145/15 Aberdeen Street,2015-12-04,1,1,1,Apartment
857000,11 Orange Avenue,2015-12-01,2,1,2,House
385500,2/75 Glendower Street,2015-12-01,2,1,1,Apartment
625000,30/65 Milligan Street,2015-11-27,2,2,2,Apartment
485000,68/69 Milligan Street,2015-11-25,2,2,1,Apartment
450000,410/2 St Georges Terrace,2015-11-20,1,1,1,Apartment
577000,84/369 Hay Street,2015-11-20,3,2,2,Apartment
505000,50/369 Hay Street,2015-11-17,2,2,1,Apartment
312000,6G/811 Hay Street,2015-11-16,1,1,0,Apartment
440000,121/215 Stirling Street,2015-11-16,2,1,1,Apartment
760000,17 Myrtle Street,2015-11-15,3,1,0,House
490000,81/154 Newcastle Street,2015-11-13,2,2,1,Apartment
780000,105/132 Terrace Road,2015-11-12,2,2,2,Apartment
255000,14/290 Stirling Street,2015-11-12,1,1,0,Unit
759000,44/229 Adelaide Terrace,2015-11-10,2,2,2,Apartment
599000,33/177 Stirling Street,2015-11-06,2,2,2,Apartment
239000,3/290 Stirling Street,2015-11-02,1,1,1,Unit
500000,22/65 Milligan Street,2015-11-02,2,1,1,Apartment
465000,7/996 Hay Street,2015-10-26,2,1,1,Apartment
2300000,207/173 Mounts Bay Road,2015-10-23,3,2,3,Apartment
660000,12 Brisbane Terrace,2015-10-23,2,1,0,House
710000,99 Glendower Street,2015-10-22,2,1,0,House
330000,1004/305 Murray Street,2015-10-21,1,1,0,Apartment
478000,50/229 Adelaide Terrace,2015-10-19,1,1,1,Apartment
470000,84/250 Beaufort Street,2015-10-16,2,2,2,Apartment
890000,11 Moir Street,2015-10-15,3,2,1,House
390000,17/8 James Street,2015-10-15,2,1,1,Apartment
260000,15D/811 Hay Street,2015-10-12,1,1,0,Apartment
980000,158 Brisbane Street,2015-10-10,4,1,0,House
385000,12/101 Murray St,2015-10-08,1,1,1,Apartment
385000,612/112 Mounts Bay Road,2015-10-08,2,1,2,Apartment
350000,16/101 Murray Street,2015-10-07,1,1,1,Apartment
290000,17/124 Terrace Road,2015-10-06,1,1,1,Apartment
400000,812/305 Murray Street,2015-10-06,2,1,1,Apartment
490000,31/375 Hay Street,2015-10-01,2,2,1,Apartment
527500,54/69 Milligan Street,2015-09-26,2,2,1,Apartment
485000,14/59 Brewer Street,2015-09-25,2,2,1,Apartment
399000,43/177 Stirling Street,2015-09-25,1,1,1,Apartment
745000,49 Forbes Road,2015-09-24,2,2,2,House
371500,6/315 Bulwer Street,2015-09-20,1,1,1,Apartment
855000,90 Palmerston Street,2015-09-17,3,1,0,House
420250,44/120 Lake Street,2015-09-17,2,1,1,Unit
715000,20 Edith Street,2015-09-16,3,2,1,House
530000,10/177 Stirling Street,2015-09-15,2,2,1,Apartment
533000,21/22 St Georges Terrace,2015-09-15,2,2,0,Apartment
415000,113/418 Murray Street,2015-09-11,2,1,1,Apartment
925000,33 Knebworth Avenue,2015-09-08,3,2,2,House
1623000,180 Palmerston Street,2015-09-08,4,3,2,House
437000,26/120 Lake Street,2015-09-05,2,1,1,Apartment
395000,13/130 Terrace Road,2015-09-05,2,1,1,Apartment
